"","Subject.ID","AccelormeterMeanX","AccelormeterMeanY","AccelormeterMeanZ","AccelormeterSDX","AccelormeterSDY","AccelormeterSDZ","GryoMeanX","GryoMeanY","GryoMeanZ","GryoSDX","GryoSDY","GryoSDZ"
"1",1,1.00285410551297,-0.254059246948703,-0.254059246948703,0.00240779994949359,0.00454784762390517,0.00454784762390517,0.0038027338948237,0.00674630111015065,-0.00510396859477624,0.0128522266389872,0.0114006198961243,0.0115637624739882
"2",2,0.970098432566551,-0.352213310112847,-0.352213310112847,0.00469182515035936,0.0075230827390029,0.0075230827390029,0.00393201028634795,-0.0034766182422254,0.000664936673678241,0.0252118750798988,0.0238727618319271,0.0192087405353638
"3",3,0.99748475908043,-0.281830209503074,-0.281830209503074,0.0113600586587806,0.0173010525390164,0.0173010525390164,0.00310670472657787,0.00714678968143955,-0.00876620069872387,0.0883771289893086,0.057290164184632,0.0446256040225644
"4",4,1.01254772522321,-0.0537375759124581,-0.0537375759124581,0.00655793475705235,0.0167422906366435,0.0167422906366435,-0.00306316049434152,0.00565024138079074,-0.00476632015512165,0.080343278364273,0.0408786066128404,0.0457726925076486
"5",5,1.01579150722656,-0.0152903085198521,-0.0152903085198521,0.00942574004018893,0.017535927047142,0.017535927047142,-0.00474039744339171,0.0105432355825085,-0.00762946506118192,0.0797274011075646,0.0527357318714246,0.0469945603352777
"6",6,1.00469519339364,-0.212422030978618,-0.212422030978618,0.00658024402761023,0.0130753228971912,0.0130753228971912,-0.000595121130686678,0.00693360656300164,-0.0042459084296546,0.0473628974468419,0.0460386202366227,0.0274762152480981
"7",7,1.01479589097877,-0.0980582463298939,-0.0980582463298939,0.00730568130810338,0.0115680303191015,0.0115680303191015,-0.0015298408928352,-0.00139703185049587,-0.000543630772416126,0.0493776084932712,0.0405572420590622,0.0256127176011651
"8",8,1.01340774973958,-0.0710702226331062,-0.0710702226331062,0.00422151668503326,0.00710642690218759,0.00710642690218759,0.00588661223171149,0.0209166400575839,-0.0100219610779554,0.0252190590850765,0.0254198340990917,0.0147242754852682
"9",9,1.01654576128472,0.00615995559012153,0.00615995559012153,0.00899144289606927,0.0109850914904978,0.0109850914904978,-0.00155553747638264,0.00610836861149861,0.00571301487133819,0.0696300479663095,0.0433133382687995,0.0312977150966811
"10",10,1.01020633668324,-0.0242124755522017,-0.0242124755522017,0.00816837106652203,0.014568263600803,0.014568263600803,-0.000526556747244673,-0.00602412262545099,0.00748807940069957,0.0627467946581554,0.0335036022169274,0.0246199538752239
"11",11,1.0121626011137,-0.154840838241356,-0.154840838241356,0.00274735105455408,0.0062382252228461,0.0062382252228461,-0.00169066016978009,-0.000996493683403989,-0.00233420806735539,0.018903861700075,0.00644310703591127,0.0115681015401641
"12",12,1.01270223829406,-0.200409026130891,-0.200409026130891,0.00666198524884001,0.013542023355331,0.013542023355331,-0.0024011464640284,0.00195543134382915,-0.00534470724824667,0.103012771972852,0.0468174399690749,0.0262257226875677
"13",13,1.0024336723273,-0.221401995015077,-0.221401995015077,0.00373742271121098,0.008261790321929,0.008261790321929,-0.0019330933757426,-0.000442971225277686,-0.000381312210084978,0.0403824192198814,0.0236586010961221,0.0150543661358185
"14",14,0.955359135429688,-0.207338328216146,-0.207338328216146,0.00802968978019691,0.0110340956019608,0.0110340956019608,0.00576134981127865,0.00836551058066562,-0.0032243599243362,0.0355804669683487,0.0431342223703063,0.0280538750302494
"15",15,1.01882037768278,-0.147086386149764,-0.147086386149764,0.00422343982321772,0.0100949990294196,0.0100949990294196,0.00147640148534788,0.00378155331808933,-0.00448703211213216,0.0471630451290068,0.0239565182521207,0.0176058757892214
"16",16,1.00283309489183,-0.039475821425601,-0.039475821425601,0.00333165357960028,0.00635929343514806,0.00635929343514806,-0.00232966046129393,0.00256072263866587,0.000177689699542788,0.0248622650423796,0.0172370452377266,0.0107351142323998
"17",17,0.975585704797676,-0.239250218559696,-0.239250218559696,0.00311577467618902,0.00520478846282727,0.00520478846282727,0.000739670474030609,-0.00122978426901282,0.00076275680518133,0.0179193370465472,0.0134011262460429,0.00919470534247739
"18",18,1.00602774250856,-0.185629527440068,-0.185629527440068,0.00369342739903876,0.0082630550585547,0.0082630550585547,0.00112164976939277,0.000502687594757063,-0.000891255473481806,0.0345681640863327,0.0170021416125431,0.0153527261738194
"19",19,1.0034740666738,-0.204661032669092,-0.204661032669092,0.00441864388266805,0.00995361350556295,0.00995361350556295,0.00266532200352119,0.00505511307914197,-0.00676312085904732,0.0486269505339596,0.0253009654435246,0.0212048230551228
"20",20,0.980247901327055,-0.287985898839897,-0.287985898839897,0.0113185771363404,0.0203585234316384,0.0203585234316384,0.00365239392970441,0.00203556314934717,-0.00396810774798461,0.100318562601678,0.0755666358827561,0.0470566492782445
"21",21,0.958786757162921,-0.327438160419593,-0.327438160419593,0.00672764168819581,0.00973902314233916,0.00973902314233916,0.00876820895362851,0.000238304681608848,6.795197661796e-05,0.034341513093215,0.0357097999810199,0.0218862051628784
"22",22,1.01074092306548,-0.207405365172371,-0.207405365172371,0.00601009846904458,0.0134754431535307,0.0134754431535307,0.000159554813239088,0.00240765019188418,-0.00574753658287971,0.0732470068203282,0.0290226422993061,0.021278299471353
"23",23,0.986311278653493,-0.0995173684695685,-0.0995173684695685,0.00526970790699056,0.0081426484744192,0.0081426484744192,-0.00522367153733132,0.00411442715215074,-0.00205534167009802,0.0521959306636262,0.0417607773612365,0.0204032656243438
"24",24,1.01976166680254,-0.125567618818365,-0.125567618818365,0.0051128719718391,0.0103919512831737,0.0103919512831737,-0.000192109370832654,0.0022957252798793,-0.00407544925582242,0.0358879506100518,0.027044663800474,0.0167383701467678
"25",25,0.993362847519003,-0.140650573852407,-0.140650573852407,0.00374585261812606,0.00785499739024239,0.00785499739024239,0.00297049700123606,0.0020099217136288,-0.000471026596438978,0.0266410521551826,0.019803560385856,0.0158399580266176
"26",26,1.01922797868454,-0.121832542040752,-0.121832542040752,0.00309789540374987,0.00770939967192844,0.00770939967192844,0.00323874187317525,0.000542164670334565,-0.00383376694465498,0.0245270008834557,0.0154779902210168,0.0143499709005628
"27",27,1.01882910061523,-0.169925759680078,-0.169925759680078,0.00361897094847399,0.0076978958476635,0.0076978958476635,0.000972796377393164,0.0030847320945248,-0.00648334665858828,0.0279084376096347,0.0154084442160054,0.0112557245225921
"28",28,1.00655688045886,-0.229354074604134,-0.229354074604134,0.00818567681065311,0.020581123572107,0.020581123572107,0.00242029376381448,0.000198311946478837,8.16653749469937e-05,0.102684495482779,0.0479373057763781,0.0382693517908603
"29",29,1.02497509223558,-0.0404220168176563,-0.0404220168176563,0.00250086029701296,0.00591362525704553,0.00591362525704553,6.94343238810337e-05,0.0010083357562506,-0.00158200171385481,0.0208611540485196,0.00938697558611428,0.0102452813532615
"30",30,1.02059009465042,-0.082050871446544,-0.082050871446544,0.00862017047908346,0.0174635061422034,0.0174635061422034,6.29407808792371e-05,0.00329859679348814,-0.00269153165282548,0.078845015401059,0.0474021396405918,0.0356821615708846
