"","Subject.ID","AccelormeterMeanX","AccelormeterMeanY","AccelormeterMeanZ","AccelormeterSDX","AccelormeterSDY","AccelormeterSDZ","GryoMeanX","GryoMeanY","GryoMeanZ","GryoSDX","GryoSDY","GryoSDZ"
"1",1,0.920397420977394,0.230512473086769,0.230512473086769,0.00646400176746432,0.00762917750910514,0.00762917750910514,-0.0182292707113541,-0.0079394077457631,-0.0103572343574678,0.0215434646598802,0.0276759264377177,0.030553897435541
"2",2,1.00072676413043,-0.0866806083192255,-0.0866806083192255,0.00364126414634849,0.0071245124028211,0.0071245124028211,-0.0183536569299141,0.0065063506496678,-0.0199630489963625,0.0141148265038151,0.0181485853726156,0.0216553942595138
"3",3,0.968779063626803,0.152350318292488,0.152350318292488,0.00938033784252548,0.0182465814187383,0.0182465814187383,-0.0112021383501723,-0.000407067605547776,0.00339847371174669,0.0317985432119848,0.0442258869068616,0.0378227915221471
"4",4,0.94924790875,0.23464342302567,0.23464342302567,0.00618203882867003,0.0141956565373136,0.0141956565373136,-0.0224510501899384,-0.00681333953868094,0.00655809741564375,0.0277083407852219,0.0338044839281327,0.0370681579341728
"5",5,0.957774516335227,0.19008484661021,0.19008484661021,0.00703599785068387,0.0116326136954717,0.0116326136954717,-0.0150170975953089,-0.00415780967778871,-0.00174351690017862,0.0311099815182064,0.0402379281591003,0.0309354380003696
"6",6,0.995865136292614,0.0875683546110511,0.0875683546110511,0.00737927303276637,0.0122203073669606,0.0122203073669606,-0.00986933461181477,-0.0070292750622625,-0.000397531556147728,0.038823424022311,0.0447805245263672,0.0313986152203685
"7",7,1.02256651668294,0.0254619467905697,0.0254619467905697,0.00514729381316917,0.0111180581628882,0.0111180581628882,-0.0226516064794125,0.0183881838722669,-0.0267258621508739,0.0523180941739456,0.0447848945546609,0.0326866536068822
"8",8,0.922353804177989,0.263309609931216,0.263309609931216,0.00476406787683931,0.00520287859212005,0.00520287859212005,-0.027913265940465,-0.0095579078672051,-0.00651842875019922,0.0151754483469801,0.0238278258615701,0.0217426277584681
"9",9,0.977718629640625,-0.0284994424448344,-0.0284994424448344,0.0132631170461758,0.0185187432250454,0.0185187432250454,-0.0151133804289714,0.0148596908945359,-0.00245233219708,0.0373845303278959,0.0638739105953295,0.0360006920036133
"10",10,0.894307647554977,-0.0220540359273727,-0.0220540359273727,0.00379000391963848,0.00545951649432133,0.00545951649432133,-0.0160563844672239,0.00286248873160544,-0.0051946397119809,0.0113882671742092,0.0139736256138561,0.0213444160378415
"11",11,0.952170755070755,0.232666167256176,0.232666167256176,0.00621784475620602,0.0079676791735453,0.0079676791735453,-0.0127099402137948,-0.000536847548821639,-0.00449620766233284,0.0120049611254391,0.0155997864355462,0.0250251254253328
"12",12,0.990221519653799,0.101709307871124,0.101709307871124,0.00621194415171767,0.010270973420328,0.010270973420328,-0.015203150503652,-0.000387670351019608,-0.00596902640454044,0.0239694751813836,0.0322512449421903,0.0256506032037045
"13",13,0.989620217203444,0.125603516244101,0.125603516244101,0.00290288835325291,0.00545197518876486,0.00545197518876486,-0.0080833038323514,-0.0071919979713251,-0.00176575355299107,0.0140257988178764,0.0175752670723336,0.0182211143802775
"14",14,1.00030772769097,-0.0139288658967882,-0.0139288658967882,0.00687974444480926,0.0113284789043586,0.0113284789043586,-0.0168784881570679,0.00135067650151065,0.0028854961498287,0.0183922739247976,0.0310638790027618,0.0249960392206824
"15",15,0.964424002661547,0.231481597142744,0.231481597142744,0.00405854682787117,0.00692601803288791,0.00692601803288791,-0.0103508553410916,-0.00271053215285686,0.00392356792502873,0.0119708223743832,0.0209029215387847,0.0197369526178166
"16",16,1.00288573986639,-0.0648104384588995,-0.0648104384588995,0.00353951941669634,0.00708283589901158,0.00708283589901158,-0.013950562877109,0.00762431118636956,-0.00299153891155054,0.0182116766856702,0.0339051673163504,0.0214209826658842
"17",17,1.00389864317627,0.0168085283265137,0.0168085283265137,0.00269118314240988,0.00458761467873758,0.00458761467873758,-0.0153405680537429,0.00334773934649536,-0.000144910190222412,0.0107218999830723,0.012629855155778,0.0120191031748969
"18",18,0.979080713130483,0.15001750271912,0.15001750271912,0.00300262581626519,0.0050365081942243,0.0050365081942243,-0.00580734166534205,0.00260049867338788,-0.000672180393871984,0.00870281632281216,0.012151664911285,0.0111377313912118
"19",19,0.746091660434503,0.378154084674658,0.378154084674658,0.00623313964392188,0.00723248528190118,0.00723248528190118,0.00645598878514942,0.0100767143891453,0.00467608779367618,0.015087275438059,0.0328168223426621,0.0188512692402822
"20",20,0.989592718726326,0.0925685161913414,0.0925685161913414,0.00568518028894445,0.00977570896524644,0.00977570896524644,-0.00900475538347538,0.00418555733406345,-0.00975671365355161,0.0223291642605852,0.0325518007488761,0.0284496258555441
"21",21,1.00050461236213,0.0409848463891544,0.0409848463891544,0.00353722746743273,0.00555955571175667,0.00555955571175667,0.00804823217335533,0.00407773389325092,-0.00141637236454351,0.0117910993939843,0.0200922628679637,0.0133422094234801
"22",22,0.928455168560988,0.228859677191154,0.228859677191154,0.00646111240948083,0.00973531434165783,0.00973531434165783,-0.00863051869568594,-0.00226755714406304,-0.00260690744946036,0.0181578599775042,0.0401541741908418,0.0280963473029101
"23",23,0.997150582709099,0.1416167803375,0.1416167803375,0.00417441744655614,0.00893419962890561,0.00893419962890561,-0.0201973825683039,0.00266690374684812,-0.00963318358883058,0.0187982861212824,0.0417341637927351,0.0216965880773901
"24",24,0.985244406008732,0.202185181579733,0.202185181579733,0.00389198453345281,0.00715584476089877,0.00715584476089877,-0.00819724311048368,-0.000304247718649242,-0.0027833479657832,0.0120513424253895,0.0188877082805819,0.0160997236861449
"25",25,0.948133201033654,0.227322462912139,0.227322462912139,0.00312924240720427,0.00600411540277114,0.00600411540277114,-0.00776639433204154,-0.000208080447641226,-0.000466669057989303,0.010487428585751,0.016407818984651,0.0154412597016829
"26",26,0.88544221000601,0.24612739964436,0.24612739964436,0.00631361447916734,0.00735940187507971,0.00735940187507971,-0.00963987647940563,-0.0043909801513778,-0.00673703900600789,0.00951202265694971,0.0223395708290005,0.0184414620727279
"27",27,0.928641131283482,0.231579253960938,0.231579253960938,0.00339729472552319,0.00440890703336009,0.00440890703336009,-0.00980627148723996,-0.00243588283629286,-0.00130896586269194,0.0117197594785488,0.0157387851616576,0.0139519842032889
"28",28,0.977262928927951,-0.0951346759403429,-0.0951346759403429,0.00639141140760205,0.00984753949609466,0.00984753949609466,-0.0064221281444911,0.00313563108304253,0.000306541261867188,0.0194006670678952,0.0354515814871507,0.0231907428763009
"29",29,0.966153624427083,0.173785008744792,0.173785008744792,0.00280215232460194,0.00461467707317825,0.00461467707317825,-0.0105736248255046,-0.000560017877873828,-0.0125178640810366,0.0102513343846895,0.010941630376972,0.0161237699285876
"30",30,0.917591489667339,0.137267809684753,0.137267809684753,0.00595842767627334,0.0102334987234861,0.0102334987234861,-0.00842381661672383,-6.39235492666327e-06,-0.00714010054894555,0.0120330379196233,0.0200179508389371,0.0239555843564671
