"Subject.ID" "AccelormeterMeanX" "AccelormeterMeanY" "AccelormeterMeanZ" "AccelormeterSDX" "AccelormeterSDY" "AccelormeterSDZ" "GryoMeanX" "GryoMeanY" "GryoMeanZ" "GryoSDX" "GryoSDY" "GryoSDZ"
1 0.997061180921053 -0.263882523646155 -0.263882523646155 0.233861527742345 0.191816890451813 0.191816890451813 -0.014599858215148 0.00217139307711349 -0.00061430490753125 0.460148204398441 0.725724933538022 0.319697711403702
2 0.981170597153072 -0.328878587927701 -0.328878587927701 0.188328319595238 0.158733275151833 0.158733275151833 -0.0261456554122987 0.0117845148574828 -0.00154868120596663 0.383504266451495 0.355332679945745 0.25345015970436
3 0.997605530253233 -0.243620709883459 -0.243620709883459 0.208855638345089 0.160044261487548 0.160044261487548 0.00209813659221444 -0.00161440306505657 -0.00220595817404903 0.374518140311476 0.33593479222256 0.255575367320821
4 1.01767012106771 -0.0664847311506146 -0.0664847311506146 0.182891567054605 0.158497239559965 0.158497239559965 -0.00425263819567708 0.000744455540416667 -0.00255156665798958 0.436304469595107 0.258157629819505 0.165557090664548
5 1.02361758344029 -0.0823350773042439 -0.0823350773042439 0.230449981783372 0.184960360849111 0.184960360849111 -0.0218822389265346 0.00240460003061942 -0.00211967320304129 0.445046647545727 0.381231375757818 0.332076740416909
6 1.01452100722314 -0.196241246037771 -0.196241246037771 0.229696723480138 0.199902269141489 0.199902269141489 0.00223314137040214 -4.82396223917217e-05 -0.00108519217804276 0.48410806808272 0.513604389795093 0.300875593158522
7 0.994824180523575 -0.141635712329906 -0.141635712329906 0.219748472171841 0.15888473332657 0.15888473332657 0.0309025443534814 -0.00423138748870614 -0.00983538524273602 0.434217264029174 0.590618426863777 0.294641921199683
8 0.981214367073568 -0.199572612560449 -0.199572612560449 0.269536460827684 0.236248073603485 0.236248073603485 0.0527882514470052 -0.00968562202003581 -0.0156530862346419 0.699033181307916 0.605240584484052 0.449860928634245
9 1.00907346835937 -0.0138377601220132 -0.0138377601220132 0.248637590816133 0.137630836109565 0.137630836109565 -0.0548277159004477 0.00531838462992788 0.0111961964570613 0.457859703054282 0.409990209807544 0.357747555082312
10 1.01702665511498 -0.0656056597570165 -0.0656056597570165 0.267994336413255 0.168328831964327 0.168328831964327 0.0395670549963738 -0.00343797976463738 0.00546013859215802 0.511813233886342 0.575495628044352 0.401886467874531
11 1.00387868650689 -0.19346560968549 -0.19346560968549 0.188605446228955 0.163204744944127 0.163204744944127 -0.0154888148376192 0.00172872601490466 -0.000866744037658898 0.353203059337285 0.385056466445391 0.276162633742064
12 1.0194030086875 -0.136903903354091 -0.136903903354091 0.284133132184705 0.150803073294863 0.150803073294863 -0.0792475920826562 0.0180192490122781 0.00603742439878125 0.396816118813245 0.423503708202954 0.316839166635546
13 0.979529870202851 -0.265994305605948 -0.265994305605948 0.213289498281179 0.195825848154457 0.195825848154457 0.010575570404477 -0.00248676045489857 -0.0035018749915159 0.545030676272071 0.54551016143661 0.31044790489081
14 0.902426043207097 -0.254352353634767 -0.254352353634767 0.195133949310079 0.160701936152004 0.160701936152004 0.0249569189685434 -0.00389588568707627 -0.0154953113462394 0.349683871511596 0.756168407808819 0.425338185587198
15 1.00788240189525 -0.215537765812095 -0.215537765812095 0.219400538097489 0.195894087017802 0.195894087017802 -0.0286854263271991 0.00591304037698785 -0.000922491521652199 0.585466890014413 0.445348795843613 0.25081267091808
16 0.99025582901348 -0.0504107102183609 -0.0504107102183609 0.194563896541183 0.117919786830547 0.117919786830547 0.0128946334378661 0.00214181024863266 -0.00197736907808517 0.302848678252841 0.298577277083848 0.309421606160429
17 0.991004192661373 -0.162352696218427 -0.162352696218427 0.222130715108552 0.168527619541386 0.168527619541386 0.0190306804663292 -0.00435146661043801 -0.00470009816438525 0.454681248789743 0.419269245893103 0.299468945994208
18 0.988319164090402 -0.236289229975809 -0.236289229975809 0.203884893323169 0.133222658358493 0.133222658358493 -0.0126495858844866 0.0058543683048577 0.00360226082250684 0.259074978741053 0.38750133538082 0.238763601143275
19 0.996360136960637 -0.20607050288256 -0.20607050288256 0.310106856378112 0.203101467004958 0.203101467004958 0.000183357907902646 -0.000369111026676683 -0.00288661519673978 0.849486043697414 0.679948293894196 0.435936237788276
20 0.971149185646446 -0.328084534117371 -0.328084534117371 0.258252229081616 0.255801859863427 0.255801859863427 0.00439814638143383 0.000105807922242648 -0.000529692662239584 0.669660062516093 0.833234082765819 0.40613599280049
21 0.94602983039363 -0.352997735120868 -0.352997735120868 0.229249678126455 0.180889010627418 0.180889010627418 -0.0188298073208984 0.0069123509246244 0.00532825406045883 0.496114827154748 0.462934782578091 0.335381408062419
22 0.99799481796875 -0.241043363783033 -0.241043363783033 0.323138501957547 0.189031009566922 0.189031009566922 0.0293439759727242 -0.00981939026701766 -0.00389750708479959 0.595121316882836 0.395240276464309 0.413064366663031
23 0.999455976694915 -0.14414367002562 -0.14414367002562 0.224078378427435 0.151450956332936 0.151450956332936 -0.0365518319021345 0.00465923770891128 0.0094571146790776 0.442046582139685 0.966147021179466 0.384886236950709
24 1.01430011880388 -0.099751265826813 -0.099751265826813 0.173006566774583 0.144992752525762 0.144992752525762 -0.0276791369560937 0.00383580612878772 0.00480999790343831 0.366917891364675 0.394594050165022 0.294573905822097
25 0.999001927037585 -0.109891550965103 -0.109891550965103 0.132071437236196 0.143759418314236 0.143759418314236 0.0124219189608319 -0.00349339046467483 0.000200971334026605 0.523174418778638 0.305131280195338 0.21389610016353
26 1.01544022078919 -0.114799658944637 -0.114799658944637 0.215436420866234 0.148481157513547 0.148481157513547 0.0250968631922934 -0.00442977076982256 -0.000542557285116525 0.443297879507467 0.326792843507268 0.314718968971549
27 1.00370603471765 -0.168947878267993 -0.168947878267993 0.212799906785939 0.139825151629478 0.139825151629478 -0.0597289915398026 0.0170685330708059 0.0141340968396162 0.344047981748305 0.361907410896821 0.365283196248048
28 1.00331490865162 -0.210204494235903 -0.210204494235903 0.230739125109899 0.151436516424383 0.151436516424383 -0.0806734690976128 0.0257609634136285 0.0131595852212818 0.433794832108375 0.386542545995777 0.368923898392147
29 1.01516424041863 -0.108657897050593 -0.108657897050593 0.269218475853946 0.1564390293531 0.1564390293531 0.0203363404825678 -0.00344072565208137 -0.000286608200722288 0.351007106535308 0.628355096961607 0.27807316748732
30 1.01808312405048 -0.139655392313875 -0.139655392313875 0.213386643264873 0.141735552502445 0.141735552502445 -0.0188485731354808 0.00425411505637019 -0.00105158165505288 0.534702305242782 0.772123337233127 0.397991194092752
