"","TimeID","Subject.ID","AccelormeterMeanX","AccelormeterMeanY","AccelormeterMeanZ","AccelormeterSDX","AccelormeterSDY","AccelormeterSDZ","GryoMeanX","GryoMeanY","GryoMeanZ","GryoSDX","GryoSDY","GryoSDZ"
"1",56,2,-0.1775712634375,0.7345048234375,0.7345048234375,0.0188437930337314,0.0115867802307758,0.0115867802307758,0.0261556439378125,-0.138613185703125,0.08977569178125,0.042883488930373,0.056010614065402,0.0573327120935968
"2",57,2,-0.17406981328125,0.731191190625,0.731191190625,0.00526546437437893,0.00547161020510456,0.00547161020510456,-0.00397944829453125,-0.077180123984375,0.0310828377546875,0.0128398702071929,0.0394223364731923,0.0305066329249856
"3",58,2,-0.172417365625,0.728879775,0.728879775,0.00336059375102659,0.00401865389536206,0.00401865389536206,-0.0117654891171875,-0.0259397676840703,-0.002847353909375,0.00608947844524332,0.0240236118233077,0.0157675549181199
"4",59,2,-0.17337931640625,0.72610251484375,0.72610251484375,0.00290772096262698,0.00277566328298059,0.00277566328298059,-0.0084202439490625,0.000136661645617188,-0.0120390472109375,0.00538502040731082,0.0109992886074111,0.00346231857273938
"5",60,2,-0.17361614140625,0.72538687265625,0.72538687265625,0.00273886073859869,0.00207799811674203,0.00207799811674203,-0.00312452138203125,0.007787923103125,-0.009834604375,0.00342287312881368,0.00505838595266027,0.00447070798314433
"6",61,2,-0.17331858515625,0.72505065,0.72505065,0.00224076170299754,0.001958925361229,0.001958925361229,-0.000876861571328125,0.00750596604257813,-0.00546907040234375,0.0029075555010822,0.0041786370056554,0.00446405551416805
"7",62,2,-0.1728006,0.72425622890625,0.72425622890625,0.00268068678907148,0.00215270031528441,0.00215270031528441,0.000824180673359375,0.00410187166023437,-0.00132579992292969,0.00321060707724857,0.00455497872526226,0.00398137945971042
"8",63,2,-0.16934730078125,0.7256168109375,0.7256168109375,0.00453371638706546,0.00314526189809307,0.00314526189809307,0.00300261637109375,0.000764226581015625,0.00329459928019531,0.00346664229348575,0.00395514422362906,0.00463548006566553
"9",64,2,-0.16585116640625,0.7283671625,0.7283671625,0.00364390785481389,0.0027985264132239,0.0027985264132239,0.0003982447796875,0.00101530281698437,-0.00139377071015625,0.00519713114651764,0.00380107525290895,0.0098519289518138
"10",65,2,-0.166974159375,0.72686517109375,0.72686517109375,0.00343227085355962,0.00323868437606083,0.00323868437606083,-0.00215602367870391,0.0006554427395625,-0.0034537821078125,0.00565237536561683,0.00409656530571059,0.00913890849874799
"11",66,2,-0.16348659765625,0.72728688515625,0.72728688515625,0.0061876454821165,0.00454990508290873,0.00454990508290873,0.00407395154863984,0.000529677365625,0.0060167348015625,0.00863220482931455,0.00527004218839033,0.0110596337893826
"12",67,2,-0.06813379359375,0.790112446875,0.790112446875,0.0127201124135668,0.00684032836081497,0.00684032836081497,0.21058166109375,-0.133779582578125,0.245022131875,0.0847813649556004,0.0334558326340101,0.0889596716337474
"13",68,2,-0.06448030703125,0.78936772890625,0.78936772890625,0.00828080655712504,0.00439059223449756,0.00439059223449756,0.092413404140625,-0.095712889375,0.1155509146875,0.0570770847098686,0.0392028511419982,0.0725601374453194
"14",69,2,-0.063576878828125,0.7873176546875,0.7873176546875,0.00809582709547076,0.00274683440379423,0.00274683440379423,0.0241050524210937,-0.0489787346484375,0.0355163356640625,0.0252275480387963,0.023743254144404,0.0292065473636154
"15",70,2,-0.05933428125,0.7877504140625,0.7877504140625,0.00643166966643366,0.00291910655123078,0.00291910655123078,-0.00599188311796875,-0.0139758864601562,-0.0062335446484375,0.0126176601908915,0.0237487012158938,0.0260129840508073
"16",71,2,-0.06242643953125,0.78736349296875,0.78736349296875,0.00633249363794563,0.00350946591995648,0.00350946591995648,-0.014451022171875,0.00022861360671875,-0.0169502767617188,0.00493867135696451,0.0082187065617037,0.0138585939403937
"17",72,2,-0.057633654921875,0.7868157390625,0.7868157390625,0.00834780000484082,0.00338714815756512,0.00338714815756512,-0.0122308011234375,0.00326117486765625,-0.0109933572990625,0.0053614706118736,0.0104996220521945,0.0127373167393949
"18",73,2,-0.055831870859375,0.78651265625,0.78651265625,0.00588065308056665,0.0033593110878806,0.0033593110878806,-0.00815350312078125,0.00816170056351563,-0.0124569037404688,0.00519798937341097,0.00776994874219676,0.00925787924975844
"19",74,2,-0.05622861515625,0.78574076484375,0.78574076484375,0.00773071064395122,0.00320873681934822,0.00320873681934822,-0.0006807902528125,-0.000135328211484375,0.0021650453671875,0.00575229105657092,0.00833938774191193,0.0133680492247464
"20",75,2,-0.047556350625,0.78661460625,0.78661460625,0.00860932893076085,0.00310315893332463,0.00310315893332463,0.00181569531985156,0.00058910841671875,0.00259217811390625,0.00474275196028781,0.00959785829336139,0.014023385338666
"21",76,2,-0.047436906484375,0.78598352421875,0.78598352421875,0.00645074508443592,0.00326117900296946,0.00326117900296946,-0.00208397862194531,0.00358679264203125,-0.005816455399375,0.00570103477123047,0.0107087643662643,0.00959965065177147
"22",77,2,-0.047459699140625,0.78414868203125,0.78414868203125,0.00726113886538577,0.00280228328151029,0.00280228328151029,0.000180658205078125,-0.00291968716007813,0.00510939665078125,0.00643436742695646,0.00958189333823077,0.0107391714794793
"23",78,2,-0.03654068265625,0.78495431015625,0.78495431015625,0.00881592174172974,0.00267868234327911,0.00267868234327911,0.00292748148203125,-0.000284330915859375,0.00325708359375,0.00518042296855243,0.00998434116686928,0.016550655517734
"24",79,2,-0.036832651328125,0.78524960546875,0.78524960546875,0.00801835642237013,0.00272609111116041,0.00272609111116041,-0.00073714769921875,0.00362516762734375,-0.00757108470585937,0.0053455211757538,0.00861728387546701,0.0139931008472327
