"","TimeID","Subject.ID","AccelormeterMeanX","AccelormeterMeanY","AccelormeterMeanZ","AccelormeterSDX","AccelormeterSDY","AccelormeterSDZ","GryoMeanX","GryoMeanY","GryoMeanZ","GryoSDX","GryoSDY","GryoSDZ"
"1",1,2,0.99380341015625,-0.26753133046875,-0.26753133046875,0.0195818074856649,0.00987385575178294,0.00987385575178294,0.152279713164062,-0.007879892659375,0.045717674984375,0.103505772635315,0.142741010368918,0.0308176315517541
"2",2,2,0.99332313984375,-0.26871008203125,-0.26871008203125,0.00938192891205013,0.00610959511872219,0.00610959511872219,0.02694132325,-0.05099703183125,0.04176830421875,0.0665161593448566,0.0559041381832489,0.0178896514588732
"3",3,2,0.99292677578125,-0.27376934609375,-0.27376934609375,0.00317843555170432,0.00735994816097696,0.00735994816097696,-0.0211816237890625,-0.04151049115625,0.0300260117109375,0.0252209296765448,0.0184616135407726,0.0139834420924805
"4",4,2,0.9911268953125,-0.283087459375,-0.283087459375,0.00311317242470797,0.00819157545210141,0.00819157545210141,-0.029874766453125,-0.023332773840625,0.0141648259625,0.0297471911182649,0.0210466218985361,0.0199950799458368
"5",5,2,0.99044776015625,-0.290140709375,-0.290140709375,0.00339549295446671,0.00599799778253389,0.00599799778253389,-0.033330352428125,-0.0046883248359375,-0.00339622971484375,0.0237685841684992,0.0188899669741211,0.0178665345381979
"6",6,2,0.99068953359375,-0.2912720828125,-0.2912720828125,0.00321223881745405,0.00637345099001039,0.00637345099001039,-0.012399976,0.0033911281359375,-0.00698649680703125,0.0192209080525265,0.0200292624101754,0.0198842098716509
"7",7,2,0.99113275234375,-0.29171217421875,-0.29171217421875,0.00274461674389351,0.0055867886231751,0.0055867886231751,-0.00536261071015625,0.00413231928203125,-0.0024929711,0.0107276524688568,0.0143648083377697,0.0153794733103576
"8",8,2,0.99039035,-0.2964681421875,-0.2964681421875,0.0027137038212757,0.00573920788544721,0.00573920788544721,-0.00123243343484375,0.00270598254570313,0.00034693795890625,0.00662285191419547,0.00779880345045264,0.00710824565291763
"9",9,2,0.98923429296875,-0.29928519765625,-0.29928519765625,0.00234534132885766,0.00357388086885917,0.00357388086885917,0.003414334553125,0.003451299612625,-0.0041162193965625,0.00449809592133441,0.00560824062211304,0.00558829569711432
"10",10,2,0.98891995390625,-0.2955916359375,-0.2955916359375,0.0019118322719031,0.00427881819868974,0.00427881819868974,0.005375928135625,0.00269791785910937,-0.0042658588609375,0.00483983671345548,0.00703370402193107,0.00660039184377538
"11",11,2,0.98918590625,-0.29453435703125,-0.29453435703125,0.00179634315377167,0.00348026691753276,0.00348026691753276,0.00240108063476562,5.51788528125e-05,0.000631718108046875,0.00652029305842979,0.00750175154127634,0.00678965617928005
"12",12,2,0.9895257640625,-0.29699232265625,-0.29699232265625,0.00213047506937256,0.00304621113418778,0.00304621113418778,-0.00154697153710938,-0.00229673543390625,0.00280656758929688,0.00535764638918822,0.00673690649350471,0.00494678843885407
