"","TimeID","Subject.ID","AccelormeterMeanX","AccelormeterMeanY","AccelormeterMeanZ","AccelormeterSDX","AccelormeterSDY","AccelormeterSDZ","GryoMeanX","GryoMeanY","GryoMeanZ","GryoSDX","GryoSDY","GryoSDZ"
"1",110,2,0.98776019296875,-0.355633911484375,-0.355633911484375,0.27741678806611,0.180470234441872,0.180470234441872,-0.112316257429687,0.0141844232890625,-0.0193277849828125,0.290377596053167,0.292169751732573,0.284033154682068
"2",111,2,0.98660809375,-0.35245302953125,-0.35245302953125,0.291538995648719,0.168237507424089,0.168237507424089,-0.0474856799609375,0.0084303053125,-0.0081871841703125,0.273535569984122,0.32168877515225,0.27956888039207
"3",112,2,0.99272993046875,-0.338173580625,-0.338173580625,0.275772606572139,0.191487123259613,0.191487123259613,-0.285908830039062,0.131832172283594,-0.0364681732578125,0.533883925470488,0.305531248951335,0.315832860655665
"4",113,2,0.95980501875,-0.324525369296875,-0.324525369296875,0.254549207303024,0.194171657994258,0.194171657994258,-0.390861334132812,0.133591492182031,-0.0113629661328125,0.483149897765961,0.304895862881979,0.30939068727343
"5",114,2,0.936728859375,-0.327128441640625,-0.327128441640625,0.257267670972761,0.182966850569997,0.182966850569997,0.0500647818046875,-0.055832547109375,0.0185693833828125,0.429983748346769,0.331214607925898,0.29600027742297
"6",115,2,0.9744301125,-0.32888595140625,-0.32888595140625,0.293764935155477,0.211236480554569,0.211236480554569,-0.069590863984375,0.0641861510390625,-0.007807828765625,0.642179955919962,0.421311643905593,0.311272753678821
"7",116,2,0.96502751875,-0.31489224328125,-0.31489224328125,0.312939022367502,0.219981168266296,0.219981168266296,-0.1386889498125,0.0424020330390625,-0.0071195625,0.649982031599808,0.470766101719991,0.325233977112626
"8",117,2,0.96470479765625,-0.334722294921875,-0.334722294921875,0.320375611987486,0.217513747663109,0.217513747663109,0.354275373140625,-0.157021466421875,0.0115772524765625,0.439096465161834,0.404712899748037,0.342728927748225
"9",118,2,0.9900438359375,-0.34760578734375,-0.34760578734375,0.301335338889067,0.201274135981413,0.201274135981413,0.376221219601563,-0.100189951875,0.0076329675546875,0.336759738316289,0.390307704880978,0.341362452864865
"10",119,2,0.94362984296875,-0.298683499765625,-0.298683499765625,0.294152641741872,0.182214285817759,0.182214285817759,-0.228911807507813,0.0518470890625,0.0713995988046875,0.347674078135513,0.384504080091963,0.282821371839245
"11",120,2,0.95809688671875,-0.297998222148438,-0.297998222148438,0.330033322130622,0.163041100425518,0.163041100425518,-0.12498916159375,0.0448167813890625,0.026371587440625,0.360564905247767,0.387862385735979,0.296741815686581
"12",121,2,0.97183211640625,-0.290574212257812,-0.290574212257812,0.329262657636227,0.20668554211495,0.20668554211495,-0.479012707132031,0.212328093029687,0.113842787807812,0.623797831328374,0.466033504245648,0.334306038397376
"13",122,2,0.939701065625,-0.295894496132812,-0.295894496132812,0.317858776644887,0.226556912411239,0.226556912411239,-0.251617377530469,0.05270193078125,0.062699256203125,0.828152661359789,0.492163095688264,0.354103324201514
"14",123,2,0.934813490625,-0.291966528210937,-0.291966528210937,0.315696363664876,0.20573060548603,0.20573060548603,-0.0605491860234375,-0.0364009975625,0.045720318203125,0.775107878657497,0.440426963746895,0.345828367593829
"15",124,2,0.93286797109375,-0.2910925603125,-0.2910925603125,0.296191943562609,0.206165650722653,0.206165650722653,-0.0468531151796875,0.044464424234375,0.037186333284375,0.757613078202569,0.473897498839759,0.339914407953977
"16",125,2,0.9364437796875,-0.314207399296875,-0.314207399296875,0.347336299632593,0.211117942612104,0.211117942612104,0.434652952625,-0.0811617615859375,-0.101218160840625,0.473035927472338,0.435146694255238,0.296580967871688
"17",126,2,0.9218864671875,-0.312809708203125,-0.312809708203125,0.375614704021991,0.219244575894149,0.219244575894149,0.298571739835937,-0.129211832625,-0.108780875757813,0.503965539699712,0.401244299002873,0.332861323026664
"18",127,2,0.8902146765625,-0.272696082796875,-0.272696082796875,0.413752927935923,0.221544292408033,0.221544292408033,-0.54213353828125,0.14786799059375,0.288235835757812,0.590811772209411,0.363116368453513,0.336495637099667
"19",128,2,0.896904884375,-0.245189169476562,-0.245189169476562,0.330926167741123,0.171573294382567,0.171573294382567,-0.652655049539063,0.161675224335938,0.306804944953125,0.661494630946438,0.395327658090959,0.361884657701347
